concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,ai_suggested_label,embedding_similarity,keyword_overlap,reason
Standard and Canonical of LPP,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,12,1,0,0.1162,0.14285714285714285,Low sim=0.116 - no semantic relation
Standard and Canonical of LPP,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,13,1,0,0.0601,0.0,Low sim=0.060 - no semantic relation
Standard and Canonical of LPP,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,14,1,0,0.0491,0.0,Low sim=0.049 - no semantic relation
Basic and Feasible solutions,Simplex method,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.33,0.0,Foundational kw in A + sim=0.330 + delta=1
Basic and Feasible solutions,Artificial variables,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,1,0.4269,0.0,Foundational kw in A + sim=0.427 + delta=2
Basic and Feasible solutions,Kuhn-Tucker conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,1,0.2568,0.0,Foundational kw in A + sim=0.257 + delta=3
Basic and Feasible solutions,Introduction to Congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.1335,0.0,Low sim=0.133 - no semantic relation
Basic and Feasible solutions,Linear congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,0.1608,0.0,"No prereq signal: sim=0.161, delta=5, kw=0.000"
Basic and Feasible solutions,Application of congruence-RSA algorithm,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,0.1536,0.0,"No prereq signal: sim=0.154, delta=6, kw=0.000"
Basic and Feasible solutions,Dirichlet’s conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,7,1,0,0.143,0.0,Low sim=0.143 - no semantic relation
Basic and Feasible solutions,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,8,1,0,-0.0731,0.0,Low sim=-0.073 - no semantic relation
Basic and Feasible solutions,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,9,1,0,-0.0582,0.1,Low sim=-0.058 - no semantic relation
Basic and Feasible solutions,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,10,1,0,-0.0442,0.0,Low sim=-0.044 - no semantic relation
Basic and Feasible solutions,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,11,1,0,0.1566,0.0,"No prereq signal: sim=0.157, delta=11, kw=0.000"
Basic and Feasible solutions,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,12,1,0,0.0337,0.0,Low sim=0.034 - no semantic relation
Basic and Feasible solutions,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,13,1,0,0.0636,0.0,Low sim=0.064 - no semantic relation
Simplex method,Artificial variables,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.267,0.0,Adjacent same-course topics: delta=1 + sim=0.267
Simplex method,Kuhn-Tucker conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,0.0561,0.0,Low sim=0.056 - no semantic relation
Simplex method,Introduction to Congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.0279,0.0,Low sim=0.028 - no semantic relation
Simplex method,Linear congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.1412,0.0,Low sim=0.141 - no semantic relation
Simplex method,Application of congruence-RSA algorithm,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,0.155,0.0,"No prereq signal: sim=0.155, delta=5, kw=0.000"
Simplex method,Dirichlet’s conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,-0.0792,0.0,Low sim=-0.079 - no semantic relation
Simplex method,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,7,1,0,0.0877,0.0,Low sim=0.088 - no semantic relation
Simplex method,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,8,1,0,0.1592,0.0,"No prereq signal: sim=0.159, delta=8, kw=0.000"
Simplex method,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,9,1,0,0.0717,0.0,Low sim=0.072 - no semantic relation
Simplex method,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,10,1,0,0.1042,0.0,Low sim=0.104 - no semantic relation
Simplex method,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,11,1,0,0.096,0.0,Low sim=0.096 - no semantic relation
Simplex method,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,12,1,0,0.0617,0.0,Low sim=0.062 - no semantic relation
Artificial variables,Kuhn-Tucker conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.208,0.0,Adjacent same-course topics: delta=1 + sim=0.208
Artificial variables,Introduction to Congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,0.0703,0.0,Low sim=0.070 - no semantic relation
Artificial variables,Linear congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.0242,0.0,Low sim=0.024 - no semantic relation
Artificial variables,Application of congruence-RSA algorithm,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.1005,0.0,Low sim=0.101 - no semantic relation
Artificial variables,Dirichlet’s conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,0.0852,0.0,Low sim=0.085 - no semantic relation
Artificial variables,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,-0.0556,0.0,Low sim=-0.056 - no semantic relation
Artificial variables,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,7,1,0,-0.0434,0.0,Low sim=-0.043 - no semantic relation
Artificial variables,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,8,1,0,0.0469,0.0,Low sim=0.047 - no semantic relation
Artificial variables,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,9,1,0,0.3424,0.0,"No prereq signal: sim=0.342, delta=9, kw=0.000"
Artificial variables,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,10,1,0,0.1467,0.0,Low sim=0.147 - no semantic relation
Artificial variables,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,11,1,0,0.121,0.0,Low sim=0.121 - no semantic relation
Kuhn-Tucker conditions,Introduction to Congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,0,0.0039,0.0,Low sim=0.004 - no semantic relation
Kuhn-Tucker conditions,Linear congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,-0.0388,0.0,Low sim=-0.039 - no semantic relation
Kuhn-Tucker conditions,Application of congruence-RSA algorithm,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,-0.0484,0.0,Low sim=-0.048 - no semantic relation
Kuhn-Tucker conditions,Dirichlet’s conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.4166,0.2,"No prereq signal: sim=0.417, delta=4, kw=0.200"
Kuhn-Tucker conditions,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,-0.0291,0.0,Low sim=-0.029 - no semantic relation
Kuhn-Tucker conditions,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,0.0022,0.0,Low sim=0.002 - no semantic relation
Kuhn-Tucker conditions,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,7,1,0,0.057,0.0,Low sim=0.057 - no semantic relation
Kuhn-Tucker conditions,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,8,1,0,0.0916,0.0,Low sim=0.092 - no semantic relation
Kuhn-Tucker conditions,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,9,1,0,0.0264,0.0,Low sim=0.026 - no semantic relation
Kuhn-Tucker conditions,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,10,1,0,0.1,0.0,Low sim=0.100 - no semantic relation
Introduction to Congruence,Linear congruence,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.6781,0.25,High sim=0.678 + delta=1
Introduction to Congruence,Application of congruence-RSA algorithm,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,1,0.6881,0.14285714285714285,High sim=0.688 + delta=2
Introduction to Congruence,Dirichlet’s conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.1547,0.0,"No prereq signal: sim=0.155, delta=3, kw=0.000"
Introduction to Congruence,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.1555,0.0,"No prereq signal: sim=0.155, delta=4, kw=0.000"
Introduction to Congruence,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,0.0929,0.0,Low sim=0.093 - no semantic relation
Introduction to Congruence,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,0.0916,0.0,Low sim=0.092 - no semantic relation
Introduction to Congruence,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,7,1,0,0.0511,0.0,Low sim=0.051 - no semantic relation
Introduction to Congruence,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,8,1,0,0.0546,0.0,Low sim=0.055 - no semantic relation
Introduction to Congruence,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,9,1,0,0.0832,0.0,Low sim=0.083 - no semantic relation
Linear congruence,Application of congruence-RSA algorithm,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.5786,0.16666666666666666,sim=0.579>=0.45 + delta=1<=5
Linear congruence,Dirichlet’s conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,0.027,0.0,Low sim=0.027 - no semantic relation
Linear congruence,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.1968,0.0,"No prereq signal: sim=0.197, delta=3, kw=0.000"
Linear congruence,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.0794,0.0,Low sim=0.079 - no semantic relation
Linear congruence,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,0.0738,0.0,Low sim=0.074 - no semantic relation
Linear congruence,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,0.129,0.0,Low sim=0.129 - no semantic relation
Linear congruence,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,7,1,0,0.0302,0.0,Low sim=0.030 - no semantic relation
Linear congruence,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,8,1,0,-0.0164,0.0,Low sim=-0.016 - no semantic relation
Application of congruence-RSA algorithm,Dirichlet’s conditions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,0,0.0264,0.0,Low sim=0.026 - no semantic relation
Application of congruence-RSA algorithm,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,0.1624,0.125,"No prereq signal: sim=0.162, delta=2, kw=0.125"
Application of congruence-RSA algorithm,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.0774,0.09090909090909091,Low sim=0.077 - no semantic relation
Application of congruence-RSA algorithm,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.1121,0.1111111111111111,Low sim=0.112 - no semantic relation
Application of congruence-RSA algorithm,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,0.0278,0.14285714285714285,Low sim=0.028 - no semantic relation
Application of congruence-RSA algorithm,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,0.1798,0.0,"No prereq signal: sim=0.180, delta=6, kw=0.000"
Application of congruence-RSA algorithm,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,7,1,0,0.0321,0.0,Low sim=0.032 - no semantic relation
Dirichlet’s conditions,Fourier series of periodic,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,0,0.1715,0.0,"No prereq signal: sim=0.171, delta=1, kw=0.000"
Dirichlet’s conditions,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,0.1507,0.0,"No prereq signal: sim=0.151, delta=2, kw=0.000"
Dirichlet’s conditions,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.1255,0.0,Low sim=0.125 - no semantic relation
Dirichlet’s conditions,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.0011,0.0,Low sim=0.001 - no semantic relation
Dirichlet’s conditions,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,-0.0091,0.0,Low sim=-0.009 - no semantic relation
Dirichlet’s conditions,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,6,1,0,0.1015,0.0,Low sim=0.101 - no semantic relation
Fourier series of periodic,Fourier series of even and odd functions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.7024,0.375,High sim=0.702 + delta=1
Fourier series of periodic,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,1,0.7343,0.5,High sim=0.734 + delta=2
Fourier series of periodic,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,-0.0031,0.16666666666666666,Low sim=-0.003 - no semantic relation
Fourier series of periodic,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.1743,0.0,"No prereq signal: sim=0.174, delta=4, kw=0.000"
Fourier series of periodic,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,5,1,0,-0.0189,0.0,Low sim=-0.019 - no semantic relation
Fourier series of even and odd functions,Complex form of Fourier Series,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.6314,0.3333333333333333,High sim=0.631 + delta=1
Fourier series of even and odd functions,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,-0.005,0.1111111111111111,Low sim=-0.005 - no semantic relation
Fourier series of even and odd functions,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.1755,0.0,"No prereq signal: sim=0.176, delta=3, kw=0.000"
Fourier series of even and odd functions,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,4,1,0,0.0454,0.0,Low sim=0.045 - no semantic relation
Complex form of Fourier Series,Lines of regression,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,0,0.0088,0.14285714285714285,Low sim=0.009 - no semantic relation
Complex form of Fourier Series,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,1,0.2589,0.0,Adjacent same-course topics: delta=2 + sim=0.259
Complex form of Fourier Series,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,3,1,0,0.0211,0.0,Low sim=0.021 - no semantic relation
Lines of regression,Moment generating function,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,0,0.0172,0.0,Low sim=0.017 - no semantic relation
Lines of regression,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,2,1,0,0.0828,0.0,Low sim=0.083 - no semantic relation
Moment generating function,Raw moments,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023111,Mathematics for Computer Engineering,1,1,1,0.4099,0.0,Adjacent same-course topics: delta=1 + sim=0.410
Propositional and Predicate Logic,Determining risk,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,1,1,0,0.0908,0.0,Low sim=0.091 - no semantic relation
Propositional and Predicate Logic,Taxes and tax brackets,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,2,1,0,0.1498,0.14285714285714285,Low sim=0.150 - no semantic relation
Propositional and Predicate Logic,Vending machines,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,3,1,0,0.1332,0.0,Low sim=0.133 - no semantic relation
Propositional and Predicate Logic,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,4,1,0,0.0888,0.0,Low sim=0.089 - no semantic relation
Determining risk,Taxes and tax brackets,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,1,1,0,0.0822,0.0,Low sim=0.082 - no semantic relation
Determining risk,Vending machines,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,2,1,0,0.0863,0.0,Low sim=0.086 - no semantic relation
Determining risk,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,3,1,0,-0.0421,0.0,Low sim=-0.042 - no semantic relation
Taxes and tax brackets,Vending machines,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,1,1,0,0.0465,0.0,Low sim=0.047 - no semantic relation
Taxes and tax brackets,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,2,1,0,0.115,0.0,Low sim=0.115 - no semantic relation
Vending machines,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2023112,Discrete Structures and Graph,1,1,1,0.2789,0.0,Adjacent same-course topics: delta=1 + sim=0.279
RE in text search and replace,Application of Regular,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,1,1,0,0.1369,0.0,Low sim=0.137 - no semantic relation
RE in text search and replace,Languages in Compiler Design,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,2,1,0,0.0087,0.1111111111111111,Low sim=0.009 - no semantic relation
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,3,1,0,0.0547,0.0,Low sim=0.055 - no semantic relation
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,4,1,0,0.0344,0.08333333333333333,Low sim=0.034 - no semantic relation
RE in text search and replace,Minimization of DFA,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,5,1,0,0.056,0.0,Low sim=0.056 - no semantic relation
Application of Regular,Languages in Compiler Design,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,1,1,0,0.127,0.0,Low sim=0.127 - no semantic relation
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,2,1,1,0.2048,0.0,Adjacent same-course topics: delta=2 + sim=0.205
Application of Regular,Equivalence between NFA with and ϵ- transitions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,3,1,0,0.1411,0.0,Low sim=0.141 - no semantic relation
Application of Regular,Minimization of DFA,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,4,1,0,0.289,0.2,"No prereq signal: sim=0.289, delta=4, kw=0.200"
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,1,1,1,0.2147,0.0,Adjacent same-course topics: delta=1 + sim=0.215
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,2,1,0,0.1073,0.0,Low sim=0.107 - no semantic relation
Languages in Compiler Design,Minimization of DFA,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,3,1,0,0.146,0.0,Low sim=0.146 - no semantic relation
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,1,1,1,0.5904,0.09090909090909091,sim=0.590>=0.45 + delta=1<=5
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,2,1,1,0.5158,0.0,sim=0.516>=0.45 + delta=2<=5
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2024111,Computational,1,1,1,0.4193,0.0,Adjacent same-course topics: delta=1 + sim=0.419
Cayley-Hamilton,Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,1,0.318,0.0,Adjacent same-course topics: delta=1 + sim=0.318
Cayley-Hamilton,Similarity of matrices,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,1,0.2718,0.0,Adjacent same-course topics: delta=2 + sim=0.272
Cayley-Hamilton,Quadratic forms,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,0,0.1908,0.0,"No prereq signal: sim=0.191, delta=3, kw=0.000"
Cayley-Hamilton,Linear and Non-Linear Programming Problems,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,0,-0.0703,0.0,Low sim=-0.070 - no semantic relation
Cayley-Hamilton,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.0693,0.0,Low sim=0.069 - no semantic relation
Cayley-Hamilton,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.1027,0.0,Low sim=0.103 - no semantic relation
Cayley-Hamilton,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,0.0012,0.0,Low sim=0.001 - no semantic relation
Cayley-Hamilton,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,0,0.0414,0.0,Low sim=0.041 - no semantic relation
Cayley-Hamilton,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,9,1,0,0.0767,0.0,Low sim=0.077 - no semantic relation
Cayley-Hamilton,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,10,1,0,0.0109,0.0,Low sim=0.011 - no semantic relation
Cayley-Hamilton,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,11,1,0,0.1471,0.0,Low sim=0.147 - no semantic relation
Cayley-Hamilton,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,12,1,0,0.2145,0.0,delta=12>=12 + sim=0.214<0.45 - far + weakly related
Cayley-Hamilton,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,13,1,0,0.0894,0.0,Low sim=0.089 - no semantic relation
Cayley-Hamilton,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,14,1,0,-0.0433,0.0,Low sim=-0.043 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Similarity of matrices,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,1,0.378,0.16666666666666666,Foundational kw in A + sim=0.378 + delta=1
